,agey,area12y_hokkaido,area12y_aomori,area12y_iwate,area12y_miyagi,area12y_akita,area12y_yamagata,area12y_fukushima,area12y_ibaraki,area12y_tochigi,area12y_gumma,area12y_saitama,area12y_chiba,area12y_tokyo,area12y_kanagawa,area12y_niigata,area12y_toyama,area12y_ishikawa,area12y_fukui,area12y_yamanashi,area12y_nagano,area12y_gifu,area12y_shizuoka,area12y_aichi,area12y_mie,area12y_shiga,area12y_kyoto,area12y_osaka,area12y_hyogo,area12y_nara,area12y_wakayama,area12y_tottori,area12y_shimane,area12y_okayama,area12y_hiroshima,area12y_yamaguchi,area12y_tokushima,area12y_kagawa,area12y_ehime,area12y_kouchi,area12y_fukuoka,area12y_saga,area12y_nagasaki,area12y_kumamoto,area12y_ooita,area12y_miyazaki,area12y_kagoshima,area12y_okinawa
23,38,0.011961722488038277,0.011961722488038277,0.004784688995215311,0.02631578947368421,0.023923444976076555,0.03349282296650718,0.050239234449760764,0.0430622009569378,0.03588516746411483,0.06220095693779904,0.04066985645933014,0.0215311004784689,0.09330143540669857,0.2727272727272727,0.06698564593301436,0.011961722488038277,0.009569377990430622,0.004784688995215311,0.028708133971291867,0.03110047846889952,0.004784688995215311,0.011961722488038277,0.004784688995215311,0.0023923444976076554,0.0,0.0,0.007177033492822967,0.004784688995215311,0.0,0.0023923444976076554,0.0,0.0,0.0,0.0,0.0,0.0023923444976076554,0.0,0.0023923444976076554,0.0,0.004784688995215311,0.0023923444976076554,0.0023923444976076554,0.0023923444976076554,0.0,0.0,0.007177033492822967,0.004784688995215311
24,39,0.011461318051575931,0.0028653295128939827,0.014326647564469915,0.034383954154727794,0.02865329512893983,0.04297994269340974,0.022922636103151862,0.04871060171919771,0.05730659025787966,0.05730659025787966,0.04011461318051576,0.03151862464183381,0.1346704871060172,0.2177650429799427,0.04297994269340974,0.014326647564469915,0.008595988538681949,0.0028653295128939827,0.02005730659025788,0.014326647564469915,0.0,0.03151862464183381,0.0028653295128939827,0.008595988538681949,0.0,0.0,0.008595988538681949,0.0057306590257879654,0.0057306590257879654,0.0,0.0028653295128939827,0.0028653295128939827,0.0,0.0028653295128939827,0.008595988538681949,0.0,0.0028653295128939827,0.0057306590257879654,0.0,0.014326647564469915,0.0,0.0,0.0,0.0028653295128939827,0.0028653295128939827,0.011461318051575931,0.0057306590257879654
25,40,0.010899182561307902,0.021798365122615803,0.005449591280653951,0.027247956403269755,0.02452316076294278,0.027247956403269755,0.04904632152588556,0.02997275204359673,0.03814713896457766,0.0653950953678474,0.03814713896457766,0.051771117166212535,0.1307901907356948,0.2125340599455041,0.07084468664850137,0.010899182561307902,0.0027247956403269754,0.0027247956403269754,0.027247956403269755,0.02452316076294278,0.0027247956403269754,0.04087193460490463,0.005449591280653951,0.0,0.0027247956403269754,0.0,0.0,0.010899182561307902,0.0,0.0,0.0027247956403269754,0.0,0.0027247956403269754,0.0,0.0,0.0,0.0027247956403269754,0.0,0.0,0.0027247956403269754,0.0027247956403269754,0.0027247956403269754,0.005449591280653951,0.0,0.0,0.008174386920980926,0.0027247956403269754
26,41,0.034722222222222224,0.003472222222222222,0.003472222222222222,0.034722222222222224,0.006944444444444444,0.03819444444444445,0.024305555555555556,0.03819444444444445,0.03819444444444445,0.04861111111111111,0.03125,0.03125,0.13541666666666666,0.19791666666666666,0.06944444444444445,0.010416666666666666,0.0,0.006944444444444444,0.06597222222222222,0.017361111111111112,0.006944444444444444,0.027777777777777776,0.003472222222222222,0.003472222222222222,0.0,0.0,0.003472222222222222,0.006944444444444444,0.003472222222222222,0.003472222222222222,0.003472222222222222,0.0,0.003472222222222222,0.010416666666666666,0.003472222222222222,0.003472222222222222,0.0,0.0,0.0,0.006944444444444444,0.003472222222222222,0.010416666666666666,0.006944444444444444,0.003472222222222222,0.0,0.003472222222222222,0.003472222222222222
27,42,0.010135135135135136,0.016891891891891893,0.013513513513513514,0.033783783783783786,0.04054054054054054,0.037162162162162164,0.04054054054054054,0.0472972972972973,0.033783783783783786,0.060810810810810814,0.033783783783783786,0.04054054054054054,0.09797297297297297,0.18243243243243243,0.05405405405405406,0.010135135135135136,0.0,0.006756756756756757,0.02027027027027027,0.04391891891891892,0.0033783783783783786,0.02364864864864865,0.006756756756756757,0.006756756756756757,0.0033783783783783786,0.0033783783783783786,0.0,0.016891891891891893,0.0,0.0,0.0033783783783783786,0.0,0.0,0.006756756756756757,0.013513513513513514,0.0,0.0033783783783783786,0.006756756756756757,0.0,0.006756756756756757,0.0033783783783783786,0.0033783783783783786,0.0033783783783783786,0.0,0.0,0.016891891891891893,0.006756756756756757
28,43,0.012244897959183673,0.00816326530612245,0.00816326530612245,0.024489795918367346,0.02040816326530612,0.02857142857142857,0.04897959183673469,0.0653061224489796,0.044897959183673466,0.04081632653061224,0.0326530612244898,0.044897959183673466,0.08979591836734693,0.2653061224489796,0.044897959183673466,0.02040816326530612,0.00816326530612245,0.0,0.02040816326530612,0.02040816326530612,0.00816326530612245,0.0163265306122449,0.012244897959183673,0.004081632653061225,0.004081632653061225,0.0,0.004081632653061225,0.004081632653061225,0.0,0.004081632653061225,0.0,0.0,0.0,0.0163265306122449,0.0,0.0,0.0,0.004081632653061225,0.0,0.0163265306122449,0.004081632653061225,0.004081632653061225,0.0,0.0,0.0,0.02040816326530612,0.0
29,44,0.0051813471502590676,0.02072538860103627,0.02072538860103627,0.04145077720207254,0.010362694300518135,0.015544041450777202,0.031088082901554404,0.025906735751295335,0.031088082901554404,0.07772020725388601,0.02072538860103627,0.046632124352331605,0.11917098445595854,0.22797927461139897,0.06217616580310881,0.0051813471502590676,0.0051813471502590676,0.015544041450777202,0.03626943005181347,0.031088082901554404,0.0051813471502590676,0.046632124352331605,0.0,0.0051813471502590676,0.010362694300518135,0.0,0.0051813471502590676,0.0051813471502590676,0.0,0.0,0.0051813471502590676,0.0,0.0,0.0,0.0,0.0051813471502590676,0.0,0.0,0.0051813471502590676,0.010362694300518135,0.010362694300518135,0.0,0.0051813471502590676,0.0,0.0051813471502590676,0.0051813471502590676,0.0
30,45,0.015789473684210527,0.005263157894736842,0.0,0.042105263157894736,0.021052631578947368,0.03684210526315789,0.042105263157894736,0.06315789473684211,0.05789473684210526,0.031578947368421054,0.05263157894736842,0.031578947368421054,0.11578947368421053,0.2,0.09473684210526316,0.015789473684210527,0.005263157894736842,0.0,0.015789473684210527,0.02631578947368421,0.0,0.02631578947368421,0.005263157894736842,0.0,0.010526315789473684,0.0,0.0,0.010526315789473684,0.0,0.0,0.0,0.0,0.0,0.005263157894736842,0.0,0.0,0.0,0.0,0.005263157894736842,0.005263157894736842,0.005263157894736842,0.005263157894736842,0.005263157894736842,0.0,0.005263157894736842,0.010526315789473684,0.0
31,46,0.023255813953488372,0.011627906976744186,0.0,0.023255813953488372,0.046511627906976744,0.029069767441860465,0.040697674418604654,0.023255813953488372,0.046511627906976744,0.05813953488372093,0.05232558139534884,0.03488372093023256,0.10465116279069768,0.20930232558139536,0.05813953488372093,0.011627906976744186,0.0,0.005813953488372093,0.023255813953488372,0.023255813953488372,0.0,0.03488372093023256,0.011627906976744186,0.005813953488372093,0.005813953488372093,0.0,0.0,0.011627906976744186,0.0,0.0,0.0,0.0,0.0,0.005813953488372093,0.005813953488372093,0.0,0.005813953488372093,0.005813953488372093,0.0,0.005813953488372093,0.005813953488372093,0.005813953488372093,0.011627906976744186,0.0,0.0,0.0,0.0
32,47,0.022727272727272728,0.005681818181818182,0.011363636363636364,0.028409090909090908,0.03409090909090909,0.005681818181818182,0.03977272727272727,0.05113636363636364,0.03977272727272727,0.06818181818181818,0.03977272727272727,0.03977272727272727,0.08522727272727272,0.23863636363636365,0.0625,0.0,0.011363636363636364,0.0,0.005681818181818182,0.005681818181818182,0.005681818181818182,0.005681818181818182,0.011363636363636364,0.005681818181818182,0.0,0.0,0.011363636363636364,0.011363636363636364,0.0,0.0,0.0,0.0,0.0,0.011363636363636364,0.0,0.0,0.0,0.005681818181818182,0.005681818181818182,0.005681818181818182,0.005681818181818182,0.0,0.0,0.005681818181818182,0.005681818181818182,0.03409090909090909,0.011363636363636364
33,48,0.03773584905660377,0.025157232704402517,0.018867924528301886,0.03773584905660377,0.03773584905660377,0.025157232704402517,0.03773584905660377,0.025157232704402517,0.050314465408805034,0.06918238993710692,0.050314465408805034,0.0440251572327044,0.0880503144654088,0.12578616352201258,0.050314465408805034,0.018867924528301886,0.012578616352201259,0.006289308176100629,0.025157232704402517,0.025157232704402517,0.0,0.050314465408805034,0.0,0.012578616352201259,0.0,0.0,0.0,0.012578616352201259,0.0,0.0,0.0,0.0,0.012578616352201259,0.006289308176100629,0.006289308176100629,0.0,0.0,0.0,0.0,0.018867924528301886,0.006289308176100629,0.012578616352201259,0.0,0.012578616352201259,0.006289308176100629,0.0,0.0
34,49,0.008264462809917356,0.0,0.008264462809917356,0.04132231404958678,0.024793388429752067,0.01652892561983471,0.05785123966942149,0.06611570247933884,0.049586776859504134,0.05785123966942149,0.0743801652892562,0.049586776859504134,0.17355371900826447,0.12396694214876033,0.08264462809917356,0.0,0.008264462809917356,0.0,0.04132231404958678,0.008264462809917356,0.008264462809917356,0.024793388429752067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008264462809917356,0.0,0.0,0.0,0.008264462809917356,0.0,0.008264462809917356,0.008264462809917356,0.0,0.0,0.0,0.0,0.008264462809917356,0.01652892561983471
35,50,0.0,0.0,0.014925373134328358,0.022388059701492536,0.014925373134328358,0.05223880597014925,0.03731343283582089,0.05970149253731343,0.05223880597014925,0.04477611940298507,0.022388059701492536,0.014925373134328358,0.1417910447761194,0.16417910447761194,0.05223880597014925,0.007462686567164179,0.0,0.0,0.03731343283582089,0.029850746268656716,0.0,0.05223880597014925,0.014925373134328358,0.0,0.0,0.014925373134328358,0.0,0.014925373134328358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007462686567164179,0.0,0.0,0.0,0.014925373134328358,0.0,0.014925373134328358,0.007462686567164179,0.0,0.022388059701492536,0.007462686567164179
